"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",26
"23",27
"24",28
"25",30
"26",31
"27",32
"28",33
"29",34
"30",35
"31",36
"32",37
"33",38
"34",39
"35",40
"36",41
"37",42
"38",44
"39",45
"40",46
"41",48
"42",49
"43",50
"44",52
"45",53
"46",54
"47",55
"48",56
"49",57
"50",59
"51",60
"52",61
"53",62
"54",64
"55",65
"56",66
"57",67
"58",68
"59",69
"60",70
"61",72
"62",73
"63",77
"64",78
"65",79
"66",80
"67",82
"68",83
"69",84
"70",85
"71",86
"72",87
"73",88
"74",89
"75",92
"76",93
"77",94
"78",95
"79",97
"80",98
"81",99
"82",100
"83",103
"84",105
"85",106
"86",107
"87",108
"88",109
"89",110
"90",111
"91",112
"92",113
"93",115
"94",116
"95",117
"96",118
