"","Resample1"
"1",1
"2",3
"3",5
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",26
"21",27
"22",29
"23",30
"24",31
"25",32
"26",33
"27",35
"28",36
"29",37
"30",38
"31",39
"32",40
"33",41
"34",43
"35",44
"36",46
"37",47
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",60
"50",61
"51",63
"52",64
"53",65
"54",66
"55",68
"56",71
"57",73
"58",75
"59",76
"60",77
"61",78
"62",79
"63",80
"64",81
"65",83
"66",85
"67",86
"68",87
"69",88
"70",90
"71",91
"72",92
"73",93
"74",94
"75",95
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
"96",118
