"","Resample1"
"1",2
"2",3
"3",4
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",18
"16",19
"17",23
"18",24
"19",25
"20",26
"21",27
"22",30
"23",31
"24",32
"25",33
"26",34
"27",36
"28",37
"29",39
"30",40
"31",41
"32",42
"33",43
"34",44
"35",45
"36",46
"37",47
"38",48
"39",49
"40",50
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",58
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",71
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",78
"66",79
"67",80
"68",81
"69",83
"70",84
"71",85
"72",86
"73",88
"74",91
"75",93
"76",94
"77",95
"78",96
"79",97
"80",98
"81",99
"82",100
"83",101
"84",102
"85",103
"86",104
"87",106
"88",107
"89",108
"90",109
"91",110
"92",111
"93",112
"94",113
"95",115
"96",117
