"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",14
"13",16
"14",17
"15",18
"16",19
"17",21
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",29
"25",30
"26",31
"27",32
"28",34
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",43
"36",45
"37",46
"38",47
"39",48
"40",49
"41",51
"42",52
"43",53
"44",54
"45",55
"46",57
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",71
"60",72
"61",73
"62",74
"63",75
"64",76
"65",77
"66",78
"67",79
"68",80
"69",82
"70",83
"71",84
"72",86
"73",89
"74",90
"75",91
"76",93
"77",94
"78",96
"79",97
"80",98
"81",99
"82",100
"83",101
"84",102
"85",103
"86",104
"87",105
"88",106
"89",108
"90",109
"91",111
"92",112
"93",114
"94",115
"95",117
"96",118
