"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",11
"12",13
"13",14
"14",15
"15",16
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",26
"24",27
"25",29
"26",30
"27",31
"28",33
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",43
"38",45
"39",46
"40",47
"41",48
"42",50
"43",51
"44",52
"45",53
"46",54
"47",55
"48",57
"49",58
"50",59
"51",61
"52",62
"53",63
"54",64
"55",66
"56",67
"57",68
"58",69
"59",70
"60",71
"61",72
"62",73
"63",74
"64",75
"65",77
"66",78
"67",80
"68",81
"69",82
"70",83
"71",84
"72",85
"73",87
"74",88
"75",89
"76",90
"77",91
"78",94
"79",95
"80",97
"81",98
"82",102
"83",103
"84",104
"85",107
"86",108
"87",109
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
"96",118
