"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",12
"12",13
"13",15
"14",16
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",28
"24",29
"25",31
"26",32
"27",33
"28",34
"29",35
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",46
"40",48
"41",49
"42",50
"43",53
"44",54
"45",55
"46",56
"47",59
"48",60
"49",61
"50",63
"51",64
"52",66
"53",67
"54",69
"55",71
"56",72
"57",73
"58",74
"59",75
"60",76
"61",77
"62",78
"63",79
"64",80
"65",81
"66",82
"67",83
"68",85
"69",86
"70",87
"71",89
"72",90
"73",91
"74",92
"75",93
"76",94
"77",95
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",104
"85",105
"86",106
"87",107
"88",108
"89",109
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
"96",118
