"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",11
"12",12
"13",15
"14",16
"15",18
"16",19
"17",20
"18",21
"19",23
"20",24
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",47
"40",48
"41",49
"42",51
"43",52
"44",53
"45",54
"46",55
"47",58
"48",59
"49",61
"50",62
"51",64
"52",65
"53",66
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",73
"61",74
"62",76
"63",77
"64",80
"65",81
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",94
"76",95
"77",96
"78",97
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",106
"86",107
"87",108
"88",109
"89",110
"90",111
"91",112
"92",113
"93",115
"94",116
"95",117
"96",118
