"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",9
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",18
"16",19
"17",20
"18",23
"19",25
"20",27
"21",28
"22",29
"23",31
"24",32
"25",33
"26",34
"27",35
"28",37
"29",38
"30",40
"31",41
"32",42
"33",43
"34",45
"35",47
"36",48
"37",49
"38",50
"39",52
"40",53
"41",54
"42",55
"43",56
"44",57
"45",58
"46",59
"47",60
"48",61
"49",62
"50",63
"51",64
"52",65
"53",66
"54",67
"55",68
"56",70
"57",71
"58",72
"59",73
"60",74
"61",76
"62",77
"63",79
"64",80
"65",81
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",91
"74",92
"75",93
"76",94
"77",96
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",106
"86",108
"87",109
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
"96",118
