"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",13
"13",14
"14",15
"15",16
"16",19
"17",20
"18",21
"19",22
"20",24
"21",26
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",54
"46",55
"47",56
"48",57
"49",58
"50",59
"51",60
"52",61
"53",63
"54",64
"55",65
"56",67
"57",68
"58",69
"59",70
"60",72
"61",75
"62",76
"63",77
"64",78
"65",80
"66",81
"67",82
"68",83
"69",85
"70",86
"71",87
"72",88
"73",89
"74",90
"75",91
"76",92
"77",93
"78",96
"79",97
"80",99
"81",100
"82",101
"83",102
"84",104
"85",105
"86",107
"87",108
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
"96",118
