"","Resample1"
"1",1
"2",2
"3",4
"4",5
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",22
"18",23
"19",24
"20",25
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",46
"40",48
"41",50
"42",51
"43",52
"44",53
"45",55
"46",56
"47",57
"48",59
"49",60
"50",61
"51",62
"52",63
"53",65
"54",66
"55",68
"56",69
"57",71
"58",72
"59",73
"60",74
"61",75
"62",76
"63",77
"64",78
"65",80
"66",81
"67",82
"68",83
"69",84
"70",85
"71",86
"72",89
"73",90
"74",91
"75",92
"76",93
"77",94
"78",95
"79",96
"80",97
"81",98
"82",99
"83",100
"84",103
"85",104
"86",105
"87",106
"88",107
"89",108
"90",109
"91",112
"92",113
"93",114
"94",115
"95",117
"96",118
