"","Resample1"
"1",2
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",13
"13",15
"14",16
"15",17
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",26
"23",28
"24",29
"25",30
"26",31
"27",32
"28",34
"29",35
"30",37
"31",39
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",57
"47",58
"48",60
"49",61
"50",62
"51",64
"52",66
"53",67
"54",68
"55",69
"56",70
"57",72
"58",73
"59",74
"60",75
"61",76
"62",77
"63",78
"64",80
"65",81
"66",84
"67",85
"68",86
"69",87
"70",88
"71",89
"72",90
"73",91
"74",92
"75",93
"76",94
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",103
"85",104
"86",105
"87",107
"88",108
"89",109
"90",111
"91",112
"92",113
"93",114
"94",115
"95",116
"96",117
