"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",10
"10",11
"11",12
"12",13
"13",15
"14",16
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",25
"22",26
"23",27
"24",28
"25",29
"26",31
"27",33
"28",34
"29",35
"30",36
"31",37
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",53
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",71
"59",72
"60",74
"61",75
"62",76
"63",77
"64",78
"65",79
"66",80
"67",81
"68",82
"69",83
"70",84
"71",85
"72",87
"73",88
"74",89
"75",90
"76",91
"77",92
"78",93
"79",97
"80",98
"81",99
"82",101
"83",102
"84",103
"85",104
"86",106
"87",107
"88",108
"89",109
"90",110
"91",112
"92",114
"93",115
"94",116
"95",117
"96",118
