"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",11
"12",12
"13",13
"14",14
"15",15
"16",16
"17",21
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",33
"27",34
"28",35
"29",36
"30",38
"31",39
"32",40
"33",42
"34",43
"35",44
"36",45
"37",47
"38",48
"39",49
"40",50
"41",51
"42",53
"43",54
"44",55
"45",57
"46",60
"47",61
"48",62
"49",63
"50",64
"51",65
"52",66
"53",68
"54",69
"55",71
"56",72
"57",73
"58",74
"59",75
"60",77
"61",78
"62",81
"63",83
"64",84
"65",85
"66",86
"67",87
"68",88
"69",89
"70",90
"71",91
"72",92
"73",93
"74",94
"75",95
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
"89",110
"90",111
"91",112
"92",113
"93",115
"94",116
"95",117
"96",118
