"","Resample1"
"1",2
"2",3
"3",4
"4",5
"5",7
"6",8
"7",9
"8",10
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",26
"24",27
"25",29
"26",31
"27",32
"28",33
"29",34
"30",35
"31",36
"32",37
"33",39
"34",40
"35",41
"36",42
"37",43
"38",44
"39",45
"40",46
"41",47
"42",49
"43",50
"44",51
"45",53
"46",54
"47",57
"48",58
"49",60
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",71
"60",72
"61",73
"62",74
"63",76
"64",77
"65",79
"66",80
"67",81
"68",82
"69",83
"70",84
"71",85
"72",86
"73",87
"74",88
"75",89
"76",90
"77",91
"78",92
"79",94
"80",95
"81",96
"82",98
"83",100
"84",102
"85",103
"86",105
"87",106
"88",107
"89",108
"90",109
"91",110
"92",111
"93",113
"94",114
"95",115
"96",117
