"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",20
"18",23
"19",24
"20",25
"21",26
"22",27
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",38
"32",39
"33",40
"34",41
"35",42
"36",44
"37",45
"38",46
"39",47
"40",48
"41",49
"42",50
"43",51
"44",53
"45",54
"46",55
"47",56
"48",57
"49",58
"50",59
"51",61
"52",62
"53",63
"54",64
"55",65
"56",66
"57",67
"58",68
"59",69
"60",70
"61",71
"62",73
"63",74
"64",77
"65",78
"66",79
"67",80
"68",81
"69",84
"70",86
"71",87
"72",89
"73",90
"74",91
"75",92
"76",95
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",103
"85",106
"86",107
"87",108
"88",109
"89",110
"90",111
"91",112
"92",113
"93",114
"94",115
"95",117
"96",118
