"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",9
"8",10
"9",11
"10",12
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",26
"24",28
"25",29
"26",30
"27",31
"28",32
"29",34
"30",35
"31",36
"32",38
"33",39
"34",43
"35",44
"36",47
"37",49
"38",50
"39",51
"40",53
"41",54
"42",55
"43",56
"44",57
"45",58
"46",59
"47",60
"48",61
"49",62
"50",63
"51",64
"52",65
"53",67
"54",68
"55",69
"56",70
"57",71
"58",72
"59",75
"60",76
"61",77
"62",78
"63",79
"64",80
"65",81
"66",82
"67",84
"68",86
"69",87
"70",88
"71",89
"72",90
"73",92
"74",93
"75",94
"76",95
"77",96
"78",97
"79",98
"80",99
"81",100
"82",102
"83",103
"84",104
"85",105
"86",107
"87",108
"88",109
"89",110
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
"96",118
