"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",12
"12",13
"13",14
"14",15
"15",17
"16",19
"17",20
"18",23
"19",24
"20",25
"21",26
"22",27
"23",28
"24",31
"25",32
"26",34
"27",36
"28",37
"29",38
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",54
"46",55
"47",57
"48",58
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",71
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",78
"66",79
"67",81
"68",82
"69",83
"70",86
"71",87
"72",88
"73",89
"74",91
"75",92
"76",93
"77",94
"78",96
"79",97
"80",98
"81",100
"82",102
"83",103
"84",104
"85",105
"86",106
"87",107
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
"96",118
