"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",12
"12",13
"13",14
"14",15
"15",17
"16",18
"17",20
"18",21
"19",22
"20",23
"21",24
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",32
"29",33
"30",34
"31",36
"32",37
"33",38
"34",39
"35",40
"36",41
"37",42
"38",43
"39",44
"40",45
"41",46
"42",47
"43",49
"44",50
"45",52
"46",53
"47",55
"48",56
"49",57
"50",59
"51",60
"52",61
"53",62
"54",63
"55",65
"56",67
"57",69
"58",70
"59",71
"60",72
"61",73
"62",74
"63",75
"64",76
"65",78
"66",79
"67",80
"68",81
"69",82
"70",83
"71",84
"72",86
"73",87
"74",88
"75",89
"76",90
"77",91
"78",93
"79",95
"80",96
"81",98
"82",99
"83",100
"84",101
"85",102
"86",103
"87",104
"88",106
"89",107
"90",109
"91",112
"92",113
"93",114
"94",115
"95",117
"96",118
