"","Resample1"
"1",1
"2",2
"3",4
"4",5
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",19
"17",20
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",31
"27",32
"28",35
"29",36
"30",37
"31",39
"32",40
"33",41
"34",43
"35",45
"36",46
"37",48
"38",49
"39",50
"40",51
"41",52
"42",54
"43",55
"44",56
"45",58
"46",59
"47",60
"48",61
"49",62
"50",64
"51",65
"52",67
"53",68
"54",69
"55",70
"56",71
"57",72
"58",74
"59",75
"60",76
"61",78
"62",79
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",90
"73",92
"74",93
"75",94
"76",95
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",104
"85",105
"86",106
"87",107
"88",108
"89",109
"90",110
"91",111
"92",113
"93",114
"94",115
"95",117
"96",118
