"","Resample1"
"1",3
"2",4
"3",5
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",21
"18",22
"19",23
"20",24
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",41
"34",44
"35",45
"36",46
"37",48
"38",50
"39",51
"40",52
"41",53
"42",54
"43",55
"44",56
"45",57
"46",58
"47",59
"48",61
"49",62
"50",63
"51",66
"52",68
"53",69
"54",70
"55",71
"56",72
"57",73
"58",74
"59",76
"60",77
"61",78
"62",79
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",92
"76",93
"77",95
"78",96
"79",98
"80",99
"81",100
"82",101
"83",102
"84",103
"85",104
"86",105
"87",106
"88",107
"89",108
"90",109
"91",110
"92",112
"93",113
"94",114
"95",115
"96",116
