"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",25
"22",26
"23",27
"24",28
"25",29
"26",32
"27",33
"28",34
"29",35
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",47
"40",48
"41",49
"42",50
"43",51
"44",54
"45",56
"46",57
"47",58
"48",59
"49",62
"50",63
"51",64
"52",65
"53",66
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",79
"66",80
"67",81
"68",82
"69",83
"70",84
"71",86
"72",87
"73",88
"74",89
"75",90
"76",91
"77",93
"78",94
"79",96
"80",97
"81",98
"82",99
"83",101
"84",103
"85",105
"86",106
"87",107
"88",109
"89",110
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
"96",118
