"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",11
"12",12
"13",13
"14",15
"15",17
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",26
"23",27
"24",28
"25",29
"26",31
"27",32
"28",33
"29",34
"30",35
"31",36
"32",37
"33",38
"34",39
"35",40
"36",41
"37",42
"38",43
"39",44
"40",45
"41",47
"42",48
"43",49
"44",50
"45",51
"46",53
"47",54
"48",55
"49",56
"50",57
"51",59
"52",60
"53",61
"54",63
"55",64
"56",65
"57",66
"58",67
"59",68
"60",69
"61",70
"62",73
"63",74
"64",75
"65",77
"66",78
"67",80
"68",81
"69",84
"70",85
"71",87
"72",88
"73",90
"74",91
"75",92
"76",93
"77",94
"78",95
"79",96
"80",97
"81",98
"82",99
"83",101
"84",102
"85",104
"86",105
"87",106
"88",107
"89",108
"90",109
"91",110
"92",112
"93",114
"94",115
"95",116
"96",117
