"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",9
"9",10
"10",11
"11",12
"12",13
"13",14
"14",16
"15",17
"16",18
"17",20
"18",21
"19",22
"20",24
"21",25
"22",26
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",46
"40",47
"41",49
"42",50
"43",51
"44",53
"45",55
"46",57
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",71
"60",72
"61",74
"62",75
"63",77
"64",78
"65",80
"66",81
"67",82
"68",84
"69",85
"70",86
"71",88
"72",90
"73",91
"74",92
"75",94
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",105
"86",106
"87",107
"88",109
"89",110
"90",111
"91",112
"92",113
"93",114
"94",116
"95",117
"96",118
