"","Resample1"
"1",1
"2",4
"3",5
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",18
"16",19
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",28
"24",29
"25",30
"26",31
"27",32
"28",33
"29",34
"30",35
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",43
"38",44
"39",45
"40",46
"41",47
"42",48
"43",50
"44",52
"45",55
"46",56
"47",57
"48",58
"49",59
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",71
"60",72
"61",73
"62",75
"63",76
"64",77
"65",78
"66",79
"67",85
"68",86
"69",87
"70",88
"71",89
"72",90
"73",91
"74",92
"75",93
"76",94
"77",95
"78",96
"79",97
"80",98
"81",99
"82",100
"83",101
"84",102
"85",103
"86",104
"87",105
"88",106
"89",107
"90",109
"91",110
"92",111
"93",112
"94",115
"95",116
"96",117
