"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",9
"9",10
"10",12
"11",13
"12",14
"13",15
"14",16
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",32
"29",33
"30",34
"31",35
"32",36
"33",37
"34",38
"35",39
"36",40
"37",41
"38",42
"39",43
"40",44
"41",45
"42",46
"43",47
"44",48
"45",49
"46",50
"47",51
"48",52
"49",53
"50",55
"51",58
"52",59
"53",60
"54",62
"55",64
"56",65
"57",67
"58",68
"59",69
"60",70
"61",71
"62",72
"63",73
"64",75
"65",76
"66",77
"67",78
"68",79
"69",81
"70",82
"71",85
"72",86
"73",87
"74",88
"75",91
"76",92
"77",93
"78",94
"79",95
"80",97
"81",98
"82",100
"83",101
"84",102
"85",103
"86",105
"87",106
"88",107
"89",108
"90",109
"91",110
"92",111
"93",112
"94",114
"95",115
"96",117
