"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",8
"8",9
"9",10
"10",11
"11",12
"12",14
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",26
"24",27
"25",28
"26",29
"27",30
"28",31
"29",32
"30",34
"31",35
"32",36
"33",38
"34",39
"35",40
"36",41
"37",43
"38",44
"39",45
"40",47
"41",48
"42",49
"43",51
"44",52
"45",54
"46",55
"47",57
"48",58
"49",59
"50",60
"51",61
"52",63
"53",64
"54",65
"55",66
"56",67
"57",69
"58",70
"59",72
"60",73
"61",74
"62",75
"63",78
"64",79
"65",80
"66",81
"67",83
"68",84
"69",85
"70",86
"71",87
"72",88
"73",89
"74",91
"75",93
"76",94
"77",95
"78",96
"79",98
"80",99
"81",100
"82",101
"83",102
"84",103
"85",104
"86",105
"87",106
"88",107
"89",110
"90",111
"91",112
"92",113
"93",114
"94",115
"95",116
"96",118
