"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",11
"11",12
"12",13
"13",15
"14",16
"15",17
"16",19
"17",20
"18",21
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",52
"42",53
"43",54
"44",55
"45",59
"46",60
"47",61
"48",62
"49",63
"50",64
"51",65
"52",66
"53",67
"54",68
"55",69
"56",70
"57",71
"58",74
"59",75
"60",76
"61",77
"62",78
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",92
"76",94
"77",95
"78",96
"79",97
"80",99
"81",100
"82",101
"83",102
"84",103
"85",104
"86",105
"87",106
"88",109
"89",110
"90",111
"91",112
"92",113
"93",114
"94",115
"95",117
"96",118
